id,createdDate,updatedDate,version,category,authorizationId,createdBy,nameID,profileId,commentsId,privacy,forumId
020e2ebf-f18e-475f-b5f1-7afbd339a99e,"2023-05-15 11:30:38.634053","2024-06-24 14:32:18.834527",5,community-building,cfde4f9b-9ec7-44a1-a509-4c414d665a09,4bfed890-b89c-4dce-baa5-7fbaf2470882,matrixsynapserelea-5071,67570898-07eb-40be-bbfb-3f429ad24c03,c92d5a5d-8c92-40a8-8d2e-b8dda48a381e,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
052d71b0-2ba5-47ba-b889-3d3fd16b10bf,"2023-03-28 12:41:47.497742","2024-06-24 14:32:18.834527",2,community-building,58f930e0-5b8c-40f1-a68e-4ef007b9d8f9,4bfed890-b89c-4dce-baa5-7fbaf2470882,test2-2342,c49b3b4e-db2a-475e-9e59-168509081925,74cd0842-621b-4641-939b-6d71762da3b9,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
0594c257-55b1-460a-8410-427423986572,"2024-05-17 09:13:13.364768","2024-06-24 14:32:18.834527",2,challenge-centric,7fc21af9-fb69-4cdd-83f1-a1efdeb44362,a286cfb7-7171-43e5-b95c-b445d8948ebb,supportadmindiscus-74,b4c037c0-d907-4b1f-a8f0-2c9b454f1163,ef90c221-4069-46d9-8555-df56331c85e4,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
1660680f-e702-4f70-a376-04c9d9bcdd48,"2023-03-29 12:10:52.549452","2024-06-24 14:32:18.834527",18,challenge-centric,66bd3dd2-72f7-48a1-9f35-af2a233770aa,4bfed890-b89c-4dce-baa5-7fbaf2470882,afterfixes-897,a25fb201-564a-4922-92bc-74b060ba3f94,7a07db75-2689-4b61-902e-1082e213cbed,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
185505cc-c26c-48b6-a335-50a7426ae265,"2023-07-28 12:44:26.204063","2024-06-24 14:32:18.834527",2,community-building,6eed86a5-e4f0-45ca-9b7d-39d796d25abb,4bfed890-b89c-4dce-baa5-7fbaf2470882,release-27-07-2023--439,ae78bd0e-63d9-42f7-aee4-f0471369e9b5,e3c8d484-159a-401c-89e6-284171b1fe9e,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
1b8e52d5-998c-45d2-9af7-104f0eefa657,"2024-07-25 15:09:11.257350","2024-07-25 15:09:11.000000",2,platform-functionalities,98f6406e-4435-4480-a151-24c632ea591e,3017ab10-07f6-4b5f-9c92-54ea2dc48cfd,testvc,660871b7-2782-4c80-bebb-d9c5dd2fd0b5,07ce3bba-db5e-4d95-830b-5fa53b829914,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
1ff9a2e7-318c-4b80-b66d-2eb07a80a23f,"2024-01-19 08:50:46.557532","2024-06-24 14:32:18.834527",2,platform-functionalities,1835019e-8e23-4860-a952-1c667c6c0df3,efea4dfb-af17-411c-bf28-e42b390eebb0,91-01-2024-1703,5d97a01f-f1b5-4fd7-b606-6c7d0e23150d,6d50094d-26ef-40a8-a36f-bdaf108921c1,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
24f2f513-0437-4431-a4ff-610db5ed88bd,"2024-01-15 13:29:32.449761","2024-06-24 14:32:18.834527",2,platform-functionalities,9dcd5de0-e804-45a0-a5c6-ede845fd55db,a43f5255-e08a-400a-9512-f6d2536c506e,checknotifications-9051,2dcaa993-9970-4a23-a4f7-05478402b2a8,f867f80a-3895-4ca6-b631-a8b1f3f29d2b,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
28e12270-31cf-4292-ab69-39aec4b62ace,"2024-08-29 07:10:56.787546","2024-08-29 07:10:56.000000",2,releases,52b37932-4d6c-484a-b41c-0d6a49d7fdc8,efea4dfb-af17-411c-bf28-e42b390eebb0,test77,f753e8a0-5a51-4689-8373-52e96faf7eaf,8b13acc6-d04b-46ad-a3bd-ff9450c8a141,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
33412176-f57f-4954-b09b-c3f470a7ef63,"2023-03-28 12:41:07.745110","2024-06-24 14:32:18.834527",2,community-building,bec54c23-e8ee-4e9e-8a28-bbf351f1b06a,4bfed890-b89c-4dce-baa5-7fbaf2470882,test-7284,dbcace45-7dc5-4c5b-a486-3f5785b3b8be,6a3fc70e-02fa-436e-93a5-c9a7f9a0c5f6,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
351d2c17-8818-41b1-a61f-8f8d78b32ab0,"2024-09-10 09:20:07.997949","2024-09-10 09:20:08.000000",2,platform-functionalities,30dcd307-8573-46d0-a68d-86d8a4a3b1a5,3b1d4389-a7be-4c36-abfb-0f8baaf7dd30,september10discussion,89ac4b77-3164-4714-b906-b5b26cec0058,f554700e-245f-460e-a9de-88f513cccc4e,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
35312a69-8931-48f9-8706-8d157fa9824b,"2024-05-28 07:07:45.146723","2024-06-24 14:32:18.834527",2,platform-functionalities,626b9350-85f0-44b0-89e8-8b7f4902cb9c,efea4dfb-af17-411c-bf28-e42b390eebb0,test32233,a1eeb363-40d4-465e-9a9e-3408d89de487,29bd9896-bc8d-48ac-a64c-9cb77df4d74b,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
38bffaa4-f363-4935-a28b-adc2c0e39342,"2023-06-12 13:06:47.704799","2024-06-24 14:32:18.834527",4,community-building,e3a78ffa-a16c-4f80-9a73-03098e289b2d,cb5fc67d-7401-4f73-aa29-44e5d3052a7f,imagesnewlinks-5174,446b1e2d-210b-4e47-b310-32a5fa6ba2d1,fa35bcca-99e0-4197-8ae8-aef093fd534e,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
3a32c7f3-17a6-4dc6-9dcf-fc1c794ff8fc,"2024-03-25 12:01:35.396029","2024-06-24 14:32:18.834527",2,releases,9ea24d1c-35cf-4502-b4bd-b72c395ac77c,efea4dfb-af17-411c-bf28-e42b390eebb0,testrelease-5838,30c58d04-3c50-47ba-a7ae-baa87317064d,75bdc198-a6ac-4cef-bbe5-dd69ab8aa04b,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
3b60eca8-dd7d-43a3-bc72-76572d4ee56f,"2024-03-11 10:38:49.404474","2024-06-24 14:32:18.834527",2,platform-functionalities,5cabd6c1-aef5-4a26-bb00-9185f10a618a,a43f5255-e08a-400a-9512-f6d2536c506e,111-8227,a495ab99-c067-4b02-9a17-57db9fa4ecfd,a764e306-f798-4ea6-bf23-7cd80c4020c8,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
3d10249a-2d91-42db-a131-d007c7a3ba5c,"2023-07-20 14:21:15.023819","2024-06-24 14:32:18.834527",2,platform-functionalities,892c13c4-d78e-410c-9754-f6fdf54fe585,e56d3eb9-d209-439e-b0e1-bb16903c2773,release-20-07-2023-f-3981,69102a3e-094a-4a92-ac2b-28839d10aea3,bf7f9e72-1cc6-43ef-9c76-9b2c8bbc0e3d,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
3ec4ad43-7d17-41c5-b989-2bbfaafe431f,"2023-10-10 13:19:53.436180","2024-06-24 14:32:18.834527",2,platform-functionalities,f36c74f6-5eb2-4653-b992-a12bbf06ac6a,4bfed890-b89c-4dce-baa5-7fbaf2470882,pre-release-di-10-10-8246,49bcf60a-92b9-4f69-8a19-26f81ea906a2,4a5a9db5-d606-4c1c-aec3-226664ec8712,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
3ee3eae6-6730-436e-931e-abe3b79f6621,"2023-06-01 08:59:34.318961","2024-06-24 14:32:18.834527",4,community-building,dcff71ad-1e6e-4434-831a-6879c14eb307,4bfed890-b89c-4dce-baa5-7fbaf2470882,fromdemo-1208,fc574b5e-0122-4cb7-a34c-10278eeed2f9,7e3a2ced-1503-40d6-b544-bfb81cc08f8a,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
40dcb978-f8a0-4acd-99c0-7c5c944508a1,"2024-03-11 10:35:31.562825","2024-06-24 14:32:18.834527",2,challenge-centric,c1aab8eb-420a-478f-b656-aedc72e4cd46,a43f5255-e08a-400a-9512-f6d2536c506e,nongadiscussion-3956,9a1fb9d8-563c-45b3-afb3-4606de8574aa,dc9f9572-4631-4b19-8f23-2b2109ce2307,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
4973bc8d-b9fa-42b5-9f07-1a17f7c2dc94,"2023-08-31 08:56:47.705143","2024-06-24 14:32:18.834527",2,platform-functionalities,486e00d6-7e53-48e3-b02b-e78688208b03,7b335827-c6ab-4782-be44-39b0189fabe2,30-08-2023-3445,9e389137-32a0-44ce-a5fe-1ecbdc2158c5,b076c4b4-f049-4ee5-a777-10a111927938,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
4f0d1ac8-7004-4446-8b34-b04e03711935,"2023-06-02 10:55:13.068470","2024-06-24 14:32:18.834527",9,community-building,52dd8657-695c-45d1-aa68-db89cf288d9b,4bfed890-b89c-4dce-baa5-7fbaf2470882,release-02-06-2023-f-9600,8e1d1429-a247-485a-975b-0a047f28e580,1f1c1eb7-c50d-4eba-be07-7647aa02af1d,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
551e7688-0c08-46e8-a734-415a53b2f65b,"2023-08-03 14:03:03.024450","2024-06-24 14:32:18.834527",2,platform-functionalities,e2b68e19-4b2f-43d4-85d0-d691bb8874a4,2de21941-a21f-4cfc-a076-3aa3bc74157e,notifications-296,f84fba5e-188b-42a2-a906-9728db6f925b,8796a1de-8927-4625-9c14-3bff19054583,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
5b395a1c-8aba-47c6-8bee-10518418d48d,"2023-03-28 13:33:04.858939","2024-06-24 14:32:18.834527",2,community-building,2be4daf0-c04d-4a3c-ad29-94309c1cee15,4bfed890-b89c-4dce-baa5-7fbaf2470882,5-5220,180a334e-cfe7-40c8-8e47-5a5fec2a54be,730dbe95-b71f-44a1-b8d9-435eb5335b1e,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
5d839c8c-2597-4389-a4ca-30bd9e66d80b,"2024-06-18 11:01:02.296211","2024-06-24 14:32:18.834527",2,community-building,cfff02c5-780d-49bf-8fbb-c570a8a4ca38,b5b50e23-2958-46c9-a544-64e6c6d6b046,templates,3ea6abd5-2be0-42c7-a38a-dc3e374bbc6f,1ea5233a-fc69-4530-a709-d98a8f4f31fe,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
61114f44-4940-490c-b793-de907dce9cb7,"2023-03-28 13:39:20.285728","2024-06-24 14:32:18.834527",11,help,b5b8345f-09ee-4eb6-a196-78e2911cbb07,4bfed890-b89c-4dce-baa5-7fbaf2470882,4234-6847,02398d73-fbe7-4b3d-958b-7fe7cf3a9b84,27dd62f7-4e1c-4090-8f22-ed92366823cf,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
677e682a-c328-4329-b839-4db35606bd62,"2023-03-31 13:45:04.606473","2024-06-24 14:32:18.834527",4,community-building,710f455d-8f13-47e9-9207-5d4a73978ab8,4bfed890-b89c-4dce-baa5-7fbaf2470882,newrelease-31-03-23-5522,f4600020-72f9-4690-b345-cf37d112ad25,ab677f1d-84fe-43bc-b656-1a5f4577e2bb,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
6b189093-c2db-4914-94f6-9350aaff2f09,"2024-08-19 07:39:38.159292","2024-08-19 07:39:38.000000",2,platform-functionalities,51a5b472-ce74-469d-9f63-81ffd1e1872c,09de737a-a8e8-44dc-b930-239c87b6b702,ttrea,bf3c43f7-b6a1-4886-afc6-64a7e96d66eb,a13dd312-3cfb-4fc5-8ad3-1feb7805800d,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
6c83bf6d-1bb0-44ea-9447-0164f014bc9f,"2023-03-31 13:45:21.467427","2024-06-24 14:32:18.834527",13,challenge-centric,72e7d2f1-4471-42e4-b73c-ba50fc4f2f51,4bfed890-b89c-4dce-baa5-7fbaf2470882,release-31-03-23-org-5263,e9aec8b5-3ea7-4825-8a83-060b8bee67fe,b67a0660-c58e-4cb3-854c-4aab35f6cbe5,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
70c7d6e0-de57-4ddf-9fb2-0011a63e8829,"2023-06-27 14:29:10.553668","2024-06-24 14:32:18.834527",2,community-building,7758546f-f94a-4f8c-84a6-17c758342923,2de21941-a21f-4cfc-a076-3aa3bc74157e,release27-06-2023f-1837,6b84c3a6-8984-47d9-9eef-1b12a6c2c995,d90ea492-160f-46f3-abee-9eed3d71ecb9,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
741856a3-db99-4151-8b20-e06a2f67f821,"2024-05-02 08:20:09.632355","2024-06-24 14:32:18.834527",2,platform-functionalities,6d6b3abb-60e5-4f74-813c-547c6c76fa2c,ade80651-1da0-44c3-8c1e-a2cd25c810ff,smdiscussion-1594,4a9e301c-4dec-40eb-9a06-cde7f64130c3,6541c647-7193-4610-a530-0ac62060be55,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
79a8e429-d28c-4a1c-84ae-9304cb32b34e,"2024-04-12 12:18:57.251316","2024-06-24 14:32:18.834527",2,releases,d71a3960-95a9-4b5e-acc7-8bfc2113c6ae,efea4dfb-af17-411c-bf28-e42b390eebb0,tes-8718,feb49532-b326-410c-bc43-f743952b0f25,263a6245-f4a0-4816-9243-07b4a4b7e4fc,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
7b529f90-1db7-479d-9d46-b3827e011019,"2023-03-29 07:01:03.565084","2024-06-24 14:32:18.834527",81,community-building,8ffb1445-db97-438f-93fa-0f1a9a323ae4,70e6e81b-36d9-4feb-8547-fbb21b1dabc3,test-2442,c902fb32-8d8f-477f-82f0-f5823db06570,cc13153a-8606-4251-9d60-5f0ebc508691,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
84892f65-8788-4c3d-882a-73d42115cb46,"2024-07-11 14:18:11.741695","2024-07-11 14:18:11.000000",2,challenge-centric,a2d8f0d2-0295-4753-8566-1a6e31a075ed,c411b3fc-0701-48d6-b2b2-d9c6e7c2f740,normaluserdiscussion,3f483917-ab8c-4a8c-b475-09447fb7614d,84db1817-8e8a-4b19-bbd2-aff3fc023aa6,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
991063ce-6f3d-405b-aaf8-89ef6103f319,"2023-06-14 14:48:49.639963","2024-06-24 14:32:18.834527",2,platform-functionalities,758d9b10-b383-4756-8c1d-36d018108ae6,ebc89334-26ae-47b3-8da3-5a4dd6061c21,test23-8191,5042129c-ee62-470a-93ea-e3af44b9ae28,8d43198f-495b-43ef-8ee5-d0b210952c11,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
9b11e8ad-9290-4055-9780-f08369767f61,"2024-05-22 15:17:40.464946","2024-06-24 14:32:18.834527",2,releases,bf6969d3-7da9-4f38-8179-0ccac0e6d527,2de21941-a21f-4cfc-a076-3aa3bc74157e,testnotifications,a376fb2b-5720-47ec-9391-16b2c95a4024,f2fed9f3-d485-43b5-9149-1b83ae0b4604,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
9b5066ae-0dfb-417d-84d3-8cb657cf7ddf,"2023-10-11 14:53:08.019968","2024-06-24 14:32:18.834527",2,challenge-centric,94fcd3aa-83ad-4d37-9f4f-7a6ae06e4425,cc1c0059-79d8-4d52-81ff-ea5e0b180f6b,registereduserdisc-8736,b4568b79-fc10-429d-a585-0270a695f82e,1d3cc154-5704-48c0-b2d3-984ea10b58f9,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
a0b8ed2a-c2aa-4d2f-b237-b353770a92bf,"2023-04-07 07:13:01.293494","2024-06-24 14:32:18.834527",6,community-building,6adae10a-5174-4d37-b03a-4e273d38dd46,4bfed890-b89c-4dce-baa5-7fbaf2470882,234-6289,6f6739fe-0785-4880-bb70-c80d87ab97b4,a852f3cd-41ac-4198-9ffd-926252db30f9,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
a41afe8e-a67a-47df-9a01-3d3bceccdc4a,"2023-07-11 12:35:50.024552","2024-06-24 14:32:18.834527",2,community-building,af61d395-408d-452d-a996-55dd0b728be4,4bfed890-b89c-4dce-baa5-7fbaf2470882,release-11-07-2023-f-5802,206e3bf6-56d4-4c87-b062-b157e6d5c3d1,ccafd3be-acf1-44ff-bcce-cef431889de1,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
a9f2cf84-63db-48eb-91af-21c58ef699e0,"2023-03-29 11:10:40.118451","2024-06-24 14:32:18.834527",13,community-building,6237d82a-4736-4fc5-b95f-73a435f9cb4a,70e6e81b-36d9-4feb-8547-fbb21b1dabc3,aaa1-7009,f9f42c9c-e3bd-4451-b74a-17052bd20d5e,139bf1cd-9d0b-4379-aba0-45cca43dda55,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
bbff4d06-e3d7-4cbe-b06a-716ec500b0ce,"2023-03-28 12:44:17.595036","2024-06-24 14:32:18.834527",2,platform-functionalities,3edfcb9a-1599-4899-b919-714740ebe427,4bfed890-b89c-4dce-baa5-7fbaf2470882,3-352,ac0eb327-494c-4a1d-a59e-ef76cb0f360a,a2c16efa-f716-4949-a3a9-b847c18f4e38,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
bc0cae91-585e-47bf-9662-0bdfa836ef73,"2023-08-03 12:37:16.124843","2024-06-24 14:32:18.834527",2,platform-functionalities,9e7d6bda-be46-437b-9427-888630667c0d,4bfed890-b89c-4dce-baa5-7fbaf2470882,checksubs-608,c54e3625-b418-438c-994d-8a4d36d809f9,2d5228e6-cecf-4183-bc0e-18f1a78a2547,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
c41176e4-5fab-4e9c-bec4-00e75c2ca963,"2023-05-05 10:19:36.420048","2024-06-24 14:32:18.834527",4,challenge-centric,7236e0fe-fc83-4119-a00a-7b17731c3a2c,965c33fd-0363-4979-a20d-e2c2abd461dd,isthistopicok-389,6f9fcae5-8e63-426a-95a6-3ac011fa2f61,ceae3f27-628f-4c80-9c13-f2987c709b24,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
c5b1ab9d-988b-41f4-9e35-8bf7464fabd6,"2023-08-04 11:09:48.660171","2024-06-24 14:32:18.834527",2,platform-functionalities,cb01f872-19fd-41ba-b747-31e207cd121c,2de21941-a21f-4cfc-a076-3aa3bc74157e,mention-in-reply-n-6876,727ae7f7-6188-4a8e-8437-896617f00fb1,59317619-d30f-46f2-9cd8-c908694bc8d4,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
cad73842-69a2-4dc4-9bc2-53984fe43135,"2023-03-28 14:09:08.955484","2024-06-24 14:32:18.834527",67,platform-functionalities,b9e9ba7d-cfd9-4d90-bd9c-247bb08b2cfc,1386f7d1-36e2-4a38-9ec2-e6f97ea96fc5,valio-kratosa-28-03--115,b2fbbcba-ebcf-45e1-9f4d-a04eee11e25d,87835085-bac3-41d4-913e-bb7dad478f30,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
cf635112-3de4-4d83-9747-f32de22d0e93,"2024-03-25 12:09:41.603208","2024-06-24 14:32:18.834527",2,releases,e360ef0e-5b9b-43bc-8b24-f03bb847dcd9,efea4dfb-af17-411c-bf28-e42b390eebb0,second-1166,bf47ce4f-0bb8-4868-ae8e-e0bab852f761,b8fb760e-178a-4df1-91f2-ea8d6262e67c,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
d200bc8e-8ba2-4767-853b-1dd918f8f741,"2023-03-28 12:46:57.491093","2024-06-24 14:32:18.834527",13,community-building,2015b7ed-b24f-4863-95a4-43c1b3f991b2,4bfed890-b89c-4dce-baa5-7fbaf2470882,4-8681,b09efff0-78aa-435d-845d-def017042318,0c64c6ce-b77b-444f-a592-d482d83d10c9,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
d37480c0-3cca-409f-80bc-d9ad8216c024,"2023-04-24 12:46:11.534229","2024-06-24 14:32:18.834527",10,platform-functionalities,4330a045-11ef-4654-bcf2-833bd488a9db,4bfed890-b89c-4dce-baa5-7fbaf2470882,discussionforshari-2228,e6e6a4c9-e5ea-4a7e-a924-309b7c2bc385,782c427f-9632-4b4c-ae0d-f828fb20d1c6,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
d6a9b0e7-b8fb-4d1c-b67b-d43791b0dc85,"2023-03-31 14:39:47.183166","2024-06-24 14:32:18.834527",4,community-building,ef489cfe-6561-4ad2-8e0d-3b9eba53e05a,2de21941-a21f-4cfc-a076-3aa3bc74157e,test-2388,319c9c04-ef83-4781-b9a0-8a16f5f723eb,877df32b-cb14-4a40-a2a5-5f27780e692f,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
db412f39-1871-4cce-8795-02cd32b85a00,"2023-06-15 14:18:21.017813","2024-06-24 14:32:18.834527",2,community-building,8b7f791b-b867-4e85-ae6d-8253cb6c7ae5,4bfed890-b89c-4dce-baa5-7fbaf2470882,checkreplys-1208,3a85dc17-f09c-4a45-92cd-d4475af7167a,da291da9-b25d-46d5-bfea-fd8d9d945ca4,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
dc7f5291-06b7-4fe0-8cb6-b997c704175c,"2023-08-07 10:46:38.698912","2024-06-24 14:32:18.834527",2,platform-functionalities,18ea3173-49cc-458e-bd79-4390f59e4a7e,2de21941-a21f-4cfc-a076-3aa3bc74157e,testcounter-6608,15667c47-a0b7-4c5e-96f5-a1b3e988bf27,4b852df6-962f-4d64-97fc-ded70d0c9ad9,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
e045b7e2-0df1-41e2-a26f-45dac04e5181,"2023-08-04 06:12:46.076253","2024-06-24 14:32:18.834527",2,platform-functionalities,2930caf5-a379-4178-99de-8e51786d9a99,ec8a9606-92ce-4140-b92f-392a2aaabcca,newnotifications-7401,e7b6679c-eeaa-4f1b-b485-80e759678e20,d152e693-f612-423f-808c-01b61684a500,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
e561970d-c253-49db-a52a-57751fef669f,"2023-03-28 14:14:18.813388","2024-06-24 14:32:18.834527",30,community-building,e06dec10-a395-4115-8bd7-3485884ec77e,4bfed890-b89c-4dce-baa5-7fbaf2470882,testsubscriptions-5474,34c89045-8f2c-4cd6-99e4-accd7d70d073,9f63b162-09a0-4957-b0eb-369f40b6c9e1,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
ebb7758b-81e1-4c71-89c0-7a9c21deaad3,"2023-06-01 09:00:08.209281","2024-06-24 14:32:18.834527",4,community-building,dce80d3a-d3ed-4c0a-a3ec-7fc3db2836ed,cb5fc67d-7401-4f73-aa29-44e5d3052a7f,fromuwv-8804,d3cb2f15-9bd0-4c89-8853-2bc1c4779723,7c1295e2-37c3-4bc1-a1bb-f2ea61ea8d27,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
ed4de9ed-db0a-4c41-9b02-87a7a666498f,"2024-03-11 10:39:42.485693","2024-06-24 14:32:18.834527",2,platform-functionalities,224871e6-b99e-4a74-93bf-2c50804a9bfc,efea4dfb-af17-411c-bf28-e42b390eebb0,222-4707,8f67dbff-5f65-4c96-b420-b6da1f17407f,4387143b-1a69-4508-8b89-33480f5d8ab8,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
f4fe6287-780c-4dc1-bbd5-ec920f283f60,"2023-09-28 17:41:15.870733","2024-06-24 14:32:18.834527",2,challenge-centric,05e4f136-bad8-4e4c-a08e-9a93ff321eca,4bfed890-b89c-4dce-baa5-7fbaf2470882,release28-09-2023-9172,1b1eb1af-2aa2-4056-baec-3912246b9ce6,7098dc38-8209-4470-a164-4badb790393a,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
fe375d76-2baa-4a0b-9a04-22e9a138ed4e,"2023-06-14 15:24:32.441152","2024-06-24 14:32:18.834527",2,platform-functionalities,aabcaef4-d12d-426f-9d97-375008705646,ebc89334-26ae-47b3-8da3-5a4dd6061c21,122-9071,b55138f2-a2ed-4cde-bc29-ad0decb25523,68f7d967-4153-434f-9027-150c9ddeef96,authenticated,507ed470-f34b-4719-95e7-09554efd08f5
